"Order ID","Customer ID","Customer Name",Segment,"Product ID","Product Name",Category,Sub-Category,Quantity,Sales,Discount,Profit,"Order Date","Ship Date","Ship Mode",Region,Country,City,State
CA-2016-104157,MT-17815,"Meg Tillman",Consumer,OFF-ST-10000321,"Akro Stacking Bins","Office Supplies",Storage,1,7.89,0,0.3156,2016-07-25,2016-07-29,"Standard Class",South,"United States",Jackson,Mississippi
CA-2016-126732,LR-16915,"Lena Radford",Consumer,OFF-ST-10000321,"Akro Stacking Bins","Office Supplies",Storage,3,23.67,0,0.9468,2016-09-02,2016-09-06,"Standard Class",West,"United States","Los Angeles",California
CA-2015-150196,SR-20740,"Steven Roelle","Home Office",OFF-PA-10003797,"Xerox 209","Office Supplies",Paper,3,19.44,0,9.3312,2015-07-02,2015-07-03,"First Class",East,"United States","New York City","New York"
CA-2014-149538,KB-16585,"Ken Black",Corporate,OFF-PA-10003797,"Xerox 209","Office Supplies",Paper,3,19.44,0,9.3312,2014-04-04,2014-04-08,"Standard Class",South,"United States",Lafayette,Louisiana
CA-2017-108749,DJ-13510,"Don Jones",Corporate,OFF-PA-10003797,"Xerox 209","Office Supplies",Paper,7,45.36,0,21.7728,2017-09-12,2017-09-15,"First Class",East,"United States",Woonsocket,"Rhode Island"
CA-2017-110443,CK-12205,"Chloris Kastensmidt",Consumer,OFF-PA-10003797,"Xerox 209","Office Supplies",Paper,8,51.84,0,24.8832,2017-11-21,2017-11-25,"Standard Class",West,"United States",Renton,Washington
CA-2016-146423,BT-11680,"Brian Thompson",Consumer,OFF-PA-10003797,"Xerox 209","Office Supplies",Paper,8,51.84,0,24.8832,2016-04-21,2016-04-21,"Same Day",East,"United States",Milford,Connecticut
CA-2016-160717,ME-17320,"Maria Etezadi","Home Office",TEC-AC-10002134,"Rosewill 107 Normal Keys USB Wired Standard Keyboard",Technology,Accessories,2,26.96,0,3.7744,2016-06-06,2016-06-11,"Standard Class",West,"United States","Santa Barbara",California
CA-2014-102869,LC-17140,"Logan Currie",Consumer,TEC-AC-10002134,"Rosewill 107 Normal Keys USB Wired Standard Keyboard",Technology,Accessories,6,64.704,0.2,-4.8528,2014-09-09,2014-09-14,"Second Class",East,"United States",Philadelphia,Pennsylvania
US-2017-101840,SP-20545,"Sibella Parks",Corporate,OFF-BI-10000279,"Acco Recycled 2" Capacity Laser Printer Hanging Data Binders"","Office Supplies",Binders,4,46.24,0.2,15.606,2017-02-06,2017-02-12,"Standard Class",East,"United States","New York City","New York"
CA-2016-129126,PK-19075,"Pete Kriz",Consumer,OFF-BI-10000279,"Acco Recycled 2" Capacity Laser Printer Hanging Data Binders"","Office Supplies",Binders,2,23.12,0.2,7.803,2016-12-14,2016-12-19,"Standard Class",East,"United States","New York City","New York"
CA-2017-139402,NC-18535,"Nick Crebassa",Corporate,OFF-BI-10000279,"Acco Recycled 2" Capacity Laser Printer Hanging Data Binders"","Office Supplies",Binders,3,13.005,0.7,-9.9705,2017-12-09,2017-12-13,"Standard Class",West,"United States",Phoenix,Arizona
US-2016-117037,LW-17215,"Luke Weiss",Consumer,OFF-BI-10000279,"Acco Recycled 2" Capacity Laser Printer Hanging Data Binders"","Office Supplies",Binders,1,2.89,0.8,-4.7685,2016-05-17,2016-05-20,"First Class",Central,"United States",Chicago,Illinois
CA-2017-139353,JM-15250,"Janet Martin",Consumer,OFF-PA-10000300,"Xerox 1936","Office Supplies",Paper,3,47.952,0.2,16.1838,2017-10-28,2017-10-30,"Second Class",South,"United States",Fayetteville,"North Carolina"
CA-2015-162376,HD-14785,"Harold Dahlen","Home Office",OFF-PA-10000300,"Xerox 1936","Office Supplies",Paper,3,59.94,0,28.1718,2015-11-22,2015-11-25,"Second Class",East,"United States",Cambridge,Massachusetts
CA-2017-161774,GT-14710,"Greg Tran",Consumer,OFF-PA-10000300,"Xerox 1936","Office Supplies",Paper,3,47.952,0.2,16.1838,2017-05-14,2017-05-15,"First Class",Central,"United States",Houston,Texas
CA-2015-151624,VW-21775,"Victoria Wilson",Corporate,FUR-FU-10001731,"Acrylic Self-Standing Desk Frames",Furniture,Furnishings,8,21.36,0,8.1168,2015-09-08,2015-09-14,"Standard Class",South,"United States",Montgomery,Alabama
CA-2016-158841,SE-20110,"Sanjit Engle",Consumer,FUR-FU-10001731,"Acrylic Self-Standing Desk Frames",Furniture,Furnishings,7,18.69,0,7.1022,2016-02-02,2016-02-04,"Second Class",South,"United States",Arlington,Virginia
US-2015-160563,NS-18640,"Noel Staavos",Corporate,FUR-FU-10001731,"Acrylic Self-Standing Desk Frames",Furniture,Furnishings,6,16.02,0,6.0876,2015-10-20,2015-10-24,"Standard Class",West,"United States","San Francisco",California
CA-2014-159814,LP-17080,"Liz Pelletier",Consumer,FUR-FU-10001731,"Acrylic Self-Standing Desk Frames",Furniture,Furnishings,2,4.272,0.2,0.9612,2014-06-24,2014-06-28,"Standard Class",West,"United States",Tucson,Arizona
CA-2014-103331,KB-16315,"Karl Braun",Consumer,FUR-FU-10001731,"Acrylic Self-Standing Desk Frames",Furniture,Furnishings,4,10.68,0,4.0584,2014-08-26,2014-09-01,"Standard Class",East,"United States",Newark,Delaware
CA-2017-128734,JL-15175,"James Lanier","Home Office",FUR-FU-10001731,"Acrylic Self-Standing Desk Frames",Furniture,Furnishings,4,8.544,0.2,1.9224,2017-12-24,2017-12-31,"Standard Class",West,"United States",Chandler,Arizona
CA-2015-128083,EB-13750,"Edward Becker",Corporate,FUR-FU-10001731,"Acrylic Self-Standing Desk Frames",Furniture,Furnishings,3,6.408,0.2,1.4418,2015-03-12,2015-03-17,"Standard Class",South,"United States",Plantation,Florida
US-2016-165078,MA-17995,"Michelle Arnett","Home Office",OFF-AR-10002987,"Prismacolor Color Pencil Set","Office Supplies",Art,2,39.68,0,16.2688,2016-11-05,2016-11-10,"Standard Class",Central,"United States",Lawrence,Indiana
CA-2017-121083,JF-15190,"Jamie Frazer",Consumer,OFF-AR-10002987,"Prismacolor Color Pencil Set","Office Supplies",Art,6,119.04,0,48.8064,2017-07-09,2017-07-15,"Standard Class",East,"United States",Manchester,Connecticut
CA-2014-142979,EH-13765,"Edward Hooks",Corporate,OFF-AR-10002987,"Prismacolor Color Pencil Set","Office Supplies",Art,2,39.68,0,16.2688,2014-04-12,2014-04-18,"Standard Class",West,"United States",Lodi,California
CA-2016-149783,DL-13315,"Delfina Latchford",Consumer,OFF-AR-10002987,"Prismacolor Color Pencil Set","Office Supplies",Art,2,31.744,0.2,8.3328,2016-09-04,2016-09-07,"Second Class",South,"United States",Knoxville,Tennessee
CA-2017-107629,DB-13060,"Dave Brooks",Consumer,OFF-AR-10002987,"Prismacolor Color Pencil Set","Office Supplies",Art,6,95.232,0.2,24.9984,2017-12-14,2017-12-14,"Same Day",Central,"United States",Skokie,Illinois
CA-2017-146185,CC-12145,"Charles Crestani",Consumer,OFF-AR-10002987,"Prismacolor Color Pencil Set","Office Supplies",Art,2,31.744,0.2,8.3328,2017-09-15,2017-09-19,"Standard Class",Central,"United States",Houston,Texas
CA-2015-132626,BT-11680,"Brian Thompson",Consumer,OFF-AR-10002987,"Prismacolor Color Pencil Set","Office Supplies",Art,4,79.36,0,32.5376,2015-07-09,2015-07-14,"Standard Class",East,"United States",Clinton,Maryland
CA-2016-116799,JG-15310,"Jason Gross",Corporate,FUR-CH-10004983,"Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms",Furniture,Chairs,5,563.43,0.3,-56.343,2016-03-03,2016-03-06,"First Class",Central,"United States",Odessa,Texas
CA-2015-162047,FH-14365,"Fred Hopkins",Corporate,FUR-CH-10004983,"Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms",Furniture,Chairs,10,1448.82,0.1,209.274,2015-11-03,2015-11-05,"First Class",East,"United States","Long Beach","New York"
CA-2016-139556,DB-13360,"Dennis Bolton","Home Office",FUR-CH-10004983,"Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms",Furniture,Chairs,3,434.646,0.1,62.7822,2016-04-26,2016-05-01,"Standard Class",East,"United States","New York City","New York"
CA-2014-169446,SG-20605,"Speros Goranitis",Consumer,OFF-PA-10000295,"Xerox 229","Office Supplies",Paper,3,15.552,0.2,5.4432,2014-12-19,2014-12-25,"Standard Class",Central,"United States",Chicago,Illinois
CA-2014-156244,DH-13675,"Duane Huffman","Home Office",OFF-PA-10000295,"Xerox 229","Office Supplies",Paper,6,31.104,0.2,10.8864,2014-08-12,2014-08-16,"Standard Class",South,"United States",Miami,Florida
CA-2016-119018,CW-11905,"Carl Weiss","Home Office",OFF-PA-10000295,"Xerox 229","Office Supplies",Paper,6,38.88,0,18.6624,2016-11-04,2016-11-08,"Standard Class",West,"United States","Los Angeles",California
CA-2014-131947,JA-15970,"Joseph Airdo",Consumer,TEC-MA-10004086,"Plantronics Single Ear Headset",Technology,Machines,5,29.925,0.7,-21.945,2014-09-17,2014-09-22,"Standard Class",West,"United States",Springfield,Oregon
CA-2017-154039,JK-16120,"Julie Kriz","Home Office",TEC-PH-10002789,"LG Exalt",Technology,Phones,1,124.792,0.2,10.9193,2017-02-17,2017-02-22,"Standard Class",Central,"United States",Chicago,Illinois
US-2015-154389,EH-14125,"Eugene Hildebrand","Home Office",TEC-PH-10002789,"LG Exalt",Technology,Phones,8,748.752,0.4,-162.2296,2015-11-27,2015-12-03,"Standard Class",East,"United States",Philadelphia,Pennsylvania
US-2016-151827,CS-11950,"Carlos Soltero",Consumer,TEC-PH-10002789,"LG Exalt",Technology,Phones,3,280.782,0.4,-60.8361,2016-03-31,2016-04-02,"Second Class",East,"United States",Philadelphia,Pennsylvania
CA-2017-105620,JH-15430,"Jennifer Halladay",Consumer,TEC-MA-10004626,"Lexmark 20R1285 X6650 Wireless All-in-One Printer",Technology,Machines,2,120,0.5,-7.2,2017-12-25,2017-12-28,"First Class",South,"United States",Hialeah,Florida
CA-2017-126928,GZ-14470,"Gary Zandusky",Consumer,TEC-MA-10004626,"Lexmark 20R1285 X6650 Wireless All-in-One Printer",Technology,Machines,4,480,0,225.6,2017-09-17,2017-09-23,"Standard Class",East,"United States",Morristown,"New Jersey"
US-2016-165505,CB-12535,"Claudia Bergmann",Corporate,OFF-AR-10003477,"4009 Highlighters","Office Supplies",Art,6,8.04,0,2.7336,2016-01-23,2016-01-27,"Standard Class",East,"United States",Burlington,Vermont
CA-2014-151330,TC-21295,"Toby Carlisle",Consumer,OFF-ST-10000615,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h","Office Supplies",Storage,7,79.45,0,22.246,2014-10-14,2014-10-17,"First Class",East,"United States",Everett,Massachusetts
CA-2017-100111,SV-20365,"Seth Vernon",Consumer,OFF-ST-10000615,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h","Office Supplies",Storage,4,45.4,0,12.712,2017-09-20,2017-09-26,"Standard Class",East,"United States","New York City","New York"
US-2017-118038,KB-16600,"Ken Brennan",Corporate,OFF-ST-10000615,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h","Office Supplies",Storage,3,27.24,0.2,2.724,2017-12-09,2017-12-11,"First Class",Central,"United States",Houston,Texas
CA-2017-150504,HG-14845,"Harry Greene",Consumer,OFF-ST-10000615,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h","Office Supplies",Storage,2,18.16,0.2,1.816,2017-11-06,2017-11-12,"Standard Class",Central,"United States",Dallas,Texas
CA-2017-126928,GZ-14470,"Gary Zandusky",Consumer,OFF-ST-10000615,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h","Office Supplies",Storage,3,34.05,0,9.534,2017-09-17,2017-09-23,"Standard Class",East,"United States",Morristown,"New Jersey"
CA-2016-115224,DB-13615,"Doug Bickford",Consumer,OFF-ST-10000615,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h","Office Supplies",Storage,3,34.05,0,9.534,2016-12-08,2016-12-11,"Second Class",West,"United States","San Francisco",California
CA-2017-164098,CG-12520,"Claire Gute",Consumer,OFF-ST-10000615,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h","Office Supplies",Storage,2,18.16,0.2,1.816,2017-01-26,2017-01-27,"First Class",Central,"United States",Houston,Texas
CA-2017-155558,PG-18895,"Paul Gonzalez",Consumer,OFF-LA-10000134,"Avery 511","Office Supplies",Labels,2,6.16,0,2.9568,2017-10-26,2017-11-02,"Standard Class",Central,"United States",Rochester,Minnesota
CA-2015-101707,PF-19165,"Philip Fox",Consumer,OFF-LA-10000134,"Avery 511","Office Supplies",Labels,1,3.08,0,1.4784,2015-08-27,2015-09-01,"Standard Class",West,"United States","San Diego",California
CA-2017-139444,GK-14620,"Grace Kelly",Corporate,OFF-LA-10000134,"Avery 511","Office Supplies",Labels,4,9.856,0.2,3.4496,2017-09-09,2017-09-15,"Standard Class",Central,"United States",Plano,Texas
CA-2017-167381,EH-14005,"Erica Hernandez","Home Office",OFF-LA-10000134,"Avery 511","Office Supplies",Labels,9,27.72,0,13.3056,2017-09-22,2017-09-24,"Second Class",Central,"United States",Lansing,Michigan
CA-2017-148642,DW-13540,"Don Weiss",Consumer,OFF-LA-10000134,"Avery 511","Office Supplies",Labels,2,4.928,0.2,1.7248,2017-03-06,2017-03-12,"Standard Class",Central,"United States",Dallas,Texas
CA-2014-130449,VP-21760,"Victoria Pisteka",Corporate,FUR-FU-10001487,"Eldon Expressions Wood and Plastic Desk Accessories, Cherry Wood",Furniture,Furnishings,6,41.88,0,12.1452,2014-09-06,2014-09-09,"First Class",West,"United States","San Francisco",California
CA-2015-103135,SS-20515,"Shirley Schmidt","Home Office",FUR-FU-10001487,"Eldon Expressions Wood and Plastic Desk Accessories, Cherry Wood",Furniture,Furnishings,3,20.94,0,6.0726,2015-07-24,2015-07-28,"Standard Class",South,"United States",Louisville,Kentucky
CA-2017-105235,SM-20950,"Suzanne McNair",Corporate,FUR-FU-10001487,"Eldon Expressions Wood and Plastic Desk Accessories, Cherry Wood",Furniture,Furnishings,3,20.94,0,6.0726,2017-12-05,2017-12-11,"Standard Class",East,"United States","New York City","New York"
CA-2017-125913,JO-15145,"Jack O'Briant",Corporate,FUR-FU-10001487,"Eldon Expressions Wood and Plastic Desk Accessories, Cherry Wood",Furniture,Furnishings,4,27.92,0,8.0968,2017-01-16,2017-01-16,"Same Day",West,"United States","Los Angeles",California
CA-2017-127180,TA-21385,"Tom Ashbrook","Home Office",OFF-EN-10002500,"Globe Weis Peel & Seel First Class Envelopes","Office Supplies",Envelopes,5,63.9,0,28.755,2017-10-22,2017-10-24,"First Class",East,"United States","New York City","New York"
CA-2016-103730,SC-20725,"Steven Cartwright",Consumer,OFF-EN-10002500,"Globe Weis Peel & Seel First Class Envelopes","Office Supplies",Envelopes,9,115.02,0,51.759,2016-06-12,2016-06-15,"First Class",East,"United States",Wilmington,Delaware
CA-2014-124478,MA-17560,"Matt Abelman","Home Office",OFF-EN-10002500,"Globe Weis Peel & Seel First Class Envelopes","Office Supplies",Envelopes,3,38.34,0,17.253,2014-08-08,2014-08-12,"Standard Class",Central,"United States",Trenton,Michigan
CA-2016-124583,LB-16795,"Laurel Beltran","Home Office",OFF-EN-10002500,"Globe Weis Peel & Seel First Class Envelopes","Office Supplies",Envelopes,1,12.78,0,5.751,2016-09-01,2016-09-03,"Second Class",West,"United States","Huntington Beach",California
US-2015-137008,JP-15460,"Jennifer Patt",Corporate,OFF-EN-10002500,"Globe Weis Peel & Seel First Class Envelopes","Office Supplies",Envelopes,4,51.12,0,23.004,2015-10-02,2015-10-08,"Standard Class",East,"United States",Lakewood,"New Jersey"
CA-2014-138128,FP-14320,"Frank Preis",Consumer,OFF-EN-10002500,"Globe Weis Peel & Seel First Class Envelopes","Office Supplies",Envelopes,3,30.672,0.2,9.585,2014-12-09,2014-12-15,"Standard Class",East,"United States",Philadelphia,Pennsylvania
US-2017-162208,SP-20620,"Stefania Perrino",Corporate,OFF-EN-10004030,"Convenience Packs of Business Envelopes","Office Supplies",Envelopes,1,2.896,0.2,0.9774,2017-08-27,2017-08-30,"First Class",South,"United States",Tampa,Florida
CA-2017-106180,SH-19975,"Sally Hughsby",Corporate,OFF-EN-10004030,"Convenience Packs of Business Envelopes","Office Supplies",Envelopes,3,10.86,0,5.1042,2017-09-18,2017-09-23,"Standard Class",West,"United States","San Francisco",California
CA-2016-150343,PK-19075,"Pete Kriz",Consumer,OFF-EN-10004030,"Convenience Packs of Business Envelopes","Office Supplies",Envelopes,3,10.86,0,5.1042,2016-08-16,2016-08-20,"Standard Class",West,"United States","San Francisco",California
CA-2015-128083,EB-13750,"Edward Becker",Corporate,OFF-EN-10004030,"Convenience Packs of Business Envelopes","Office Supplies",Envelopes,3,8.688,0.2,2.9322,2015-03-12,2015-03-17,"Standard Class",South,"United States",Plantation,Florida
CA-2014-108903,DO-13435,"Denny Ordway",Consumer,OFF-EN-10004030,"Convenience Packs of Business Envelopes","Office Supplies",Envelopes,5,14.48,0.2,4.887,2014-10-03,2014-10-03,"Same Day",East,"United States",Columbus,Ohio
CA-2017-152695,CC-12220,"Chris Cortes",Consumer,OFF-EN-10004030,"Convenience Packs of Business Envelopes","Office Supplies",Envelopes,3,10.86,0,5.1042,2017-12-10,2017-12-10,"Same Day",East,"United States",Fairfield,Connecticut
CA-2016-158834,TW-21025,"Tamara Willingham","Home Office",TEC-PH-10001254,"Jabra BIZ 2300 Duo QD Duo Corded Headset",Technology,Phones,2,203.184,0.2,15.2388,2016-03-13,2016-03-16,"First Class",West,"United States",Scottsdale,Arizona
CA-2016-152555,ME-17320,"Maria Etezadi","Home Office",TEC-PH-10001254,"Jabra BIZ 2300 Duo QD Duo Corded Headset",Technology,Phones,8,812.736,0.2,60.9552,2016-03-29,2016-04-02,"Second Class",Central,"United States",Chicago,Illinois
CA-2015-150875,HK-14890,"Heather Kirkland",Corporate,TEC-PH-10001254,"Jabra BIZ 2300 Duo QD Duo Corded Headset",Technology,Phones,3,304.776,0.2,22.8582,2015-11-16,2015-11-20,"Standard Class",West,"United States",Boise,Idaho
CA-2017-145233,DV-13465,"Dianna Vittorini",Consumer,TEC-PH-10001254,"Jabra BIZ 2300 Duo QD Duo Corded Headset",Technology,Phones,4,406.368,0.2,30.4776,2017-12-01,2017-12-05,"Standard Class",West,"United States",Denver,Colorado
CA-2014-126403,RR-19525,"Rick Reed",Corporate,OFF-PA-10001144,"Xerox 1913","Office Supplies",Paper,3,166.44,0,79.8912,2014-09-09,2014-09-12,"Second Class",East,"United States",Lowell,Massachusetts
CA-2017-165841,DB-13210,"Dean Braden",Consumer,OFF-PA-10001144,"Xerox 1913","Office Supplies",Paper,3,166.44,0,79.8912,2017-12-21,2017-12-28,"Standard Class",East,"United States",Paterson,"New Jersey"
CA-2014-118962,CS-12130,"Chad Sievert",Consumer,OFF-PA-10001144,"Xerox 1913","Office Supplies",Paper,2,110.96,0,53.2608,2014-08-05,2014-08-09,"Standard Class",West,"United States","Los Angeles",California
US-2017-119816,TT-21460,"Tonja Turnell","Home Office",FUR-FU-10004848,"Howard Miller 13-3/4" Diameter Brushed Chrome Round Wall Clock"",Furniture,Furnishings,5,103.5,0.6,-77.625,2017-03-04,2017-03-06,"Second Class",Central,"United States",Houston,Texas
US-2015-150630,TB-21520,"Tracy Blumstein",Consumer,FUR-FU-10004848,"Howard Miller 13-3/4" Diameter Brushed Chrome Round Wall Clock"",Furniture,Furnishings,3,124.2,0.2,15.525,2015-09-17,2015-09-21,"Standard Class",East,"United States",Philadelphia,Pennsylvania
CA-2016-147683,PO-19180,"Philisse Overcash","Home Office",FUR-FU-10004848,"Howard Miller 13-3/4" Diameter Brushed Chrome Round Wall Clock"",Furniture,Furnishings,2,19.54,0,7.2298,2016-11-13,2016-11-17,"Standard Class",West,"United States",Seattle,Washington
CA-2017-140186,PG-18820,"Patrick Gardner",Consumer,FUR-FU-10004848,"Howard Miller 13-3/4" Diameter Brushed Chrome Round Wall Clock"",Furniture,Furnishings,1,51.75,0,15.525,2017-09-29,2017-10-02,"First Class",West,"United States",Bakersfield,California
CA-2017-118437,PF-19165,"Philip Fox",Consumer,FUR-FU-10004848,"Howard Miller 13-3/4" Diameter Brushed Chrome Round Wall Clock"",Furniture,Furnishings,3,155.25,0,46.575,2017-06-17,2017-06-21,"Second Class",West,"United States",Olympia,Washington
CA-2016-167556,JM-15250,"Janet Martin",Consumer,FUR-FU-10004848,"Howard Miller 13-3/4" Diameter Brushed Chrome Round Wall Clock"",Furniture,Furnishings,8,414,0,124.2,2016-03-29,2016-04-02,"Standard Class",East,"United States","New York City","New York"
CA-2017-156776,JL-15505,"Jeremy Lonsdale",Consumer,FUR-FU-10004848,"Howard Miller 13-3/4" Diameter Brushed Chrome Round Wall Clock"",Furniture,Furnishings,1,51.75,0,15.525,2017-08-07,2017-08-11,"Standard Class",West,"United States",Westminster,California
CA-2016-110366,JD-15895,"Jonathan Doherty",Corporate,FUR-FU-10004848,"Howard Miller 13-3/4" Diameter Brushed Chrome Round Wall Clock"",Furniture,Furnishings,2,82.8,0.2,10.35,2016-09-05,2016-09-07,"Second Class",East,"United States",Philadelphia,Pennsylvania
CA-2015-142237,CK-12595,"Clytie Kelty",Consumer,FUR-FU-10004848,"Howard Miller 13-3/4" Diameter Brushed Chrome Round Wall Clock"",Furniture,Furnishings,7,289.8,0.2,36.225,2015-07-11,2015-07-13,"First Class",East,"United States",Philadelphia,Pennsylvania
CA-2017-134306,TD-20995,"Tamara Dahlen",Consumer,OFF-PA-10000249,"Easy-staple paper","Office Supplies",Paper,2,24.56,0,11.5432,2017-07-08,2017-07-12,"Standard Class",East,"United States",Lowell,Massachusetts
CA-2016-144337,SG-20890,"Susan Gilcrest",Corporate,OFF-PA-10000249,"Easy-staple paper","Office Supplies",Paper,2,19.648,0.2,6.6312,2016-08-01,2016-08-05,"Second Class",Central,"United States",Amarillo,Texas
CA-2015-164623,MS-17770,"Maxwell Schwartz",Consumer,OFF-PA-10000249,"Easy-staple paper","Office Supplies",Paper,2,24.56,0,11.5432,2015-10-20,2015-10-22,"First Class",East,"United States","New York City","New York"
CA-2017-107727,MA-17560,"Matt Abelman","Home Office",OFF-PA-10000249,"Easy-staple paper","Office Supplies",Paper,3,29.472,0.2,9.9468,2017-10-19,2017-10-23,"Second Class",Central,"United States",Houston,Texas
CA-2015-129770,JE-15715,"Joe Elijah",Consumer,OFF-PA-10000249,"Easy-staple paper","Office Supplies",Paper,4,49.12,0,23.0864,2015-02-21,2015-02-23,"Second Class",West,"United States","Las Cruces","New Mexico"
CA-2014-142769,RP-19390,"Resi Pölking",Consumer,FUR-FU-10001918,"C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings",Furniture,Furnishings,3,14.19,0,5.5341,2014-09-13,2014-09-13,"Same Day",West,"United States",Seattle,Washington
CA-2015-162537,RD-19585,"Rob Dowd",Consumer,FUR-FU-10001918,"C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings",Furniture,Furnishings,7,33.11,0,12.9129,2015-10-28,2015-11-03,"Standard Class",South,"United States",Henderson,Kentucky
CA-2017-147550,KE-16420,"Katrina Edelman",Corporate,FUR-FU-10001918,"C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings",Furniture,Furnishings,3,11.352,0.2,2.6961,2017-12-04,2017-12-05,"First Class",East,"United States",Philadelphia,Pennsylvania
CA-2017-168837,JW-15955,"Joni Wasserman",Consumer,FUR-FU-10001918,"C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings",Furniture,Furnishings,2,9.46,0,3.6894,2017-10-14,2017-10-17,"First Class",West,"United States",Oakland,California
CA-2016-142902,BP-11185,"Ben Peterman",Corporate,FUR-FU-10001918,"C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings",Furniture,Furnishings,4,15.136,0.2,3.5948,2016-09-12,2016-09-14,"Second Class",West,"United States",Arvada,Colorado
CA-2016-109953,RB-19360,"Raymond Buch",Consumer,TEC-PH-10004093,"Panasonic Kx-TS550",Technology,Phones,3,110.376,0.2,12.4173,2016-07-14,2016-07-18,"Standard Class",West,"United States","San Francisco",California
CA-2014-164973,NM-18445,"Nathan Mautz","Home Office",TEC-PH-10004093,"Panasonic Kx-TS550",Technology,Phones,6,275.94,0,80.0226,2014-11-04,2014-11-09,"Standard Class",East,"United States","New York City","New York"
CA-2015-135020,MS-17770,"Maxwell Schwartz",Consumer,TEC-PH-10004093,"Panasonic Kx-TS550",Technology,Phones,1,45.99,0,13.3371,2015-05-28,2015-06-02,"Standard Class",East,"United States",Rochester,"New York"
CA-2017-120999,LC-16930,"Linda Cazamias",Corporate,TEC-PH-10004093,"Panasonic Kx-TS550",Technology,Phones,4,147.168,0.2,16.5564,2017-09-10,2017-09-15,"Standard Class",Central,"United States",Naperville,Illinois
CA-2016-109806,JS-15685,"Jim Sink",Corporate,TEC-PH-10004093,"Panasonic Kx-TS550",Technology,Phones,2,73.584,0.2,8.2782,2016-09-17,2016-09-22,"Standard Class",West,"United States","Los Angeles",California
CA-2016-148208,BT-11530,"Bradley Talbott","Home Office",TEC-PH-10004093,"Panasonic Kx-TS550",Technology,Phones,4,110.376,0.4,-20.2356,2016-01-22,2016-01-27,"Standard Class",East,"United States",Cleveland,Ohio
US-2016-143280,TZ-21580,"Tracy Zic",Consumer,TEC-PH-10002398,"AT&T 1070 Corded Phone",Technology,Phones,5,445.96,0.2,55.745,2016-02-22,2016-02-26,"Standard Class",West,"United States","Los Angeles",California
CA-2014-131450,LR-16915,"Lena Radford",Consumer,TEC-PH-10002398,"AT&T 1070 Corded Phone",Technology,Phones,5,445.96,0.2,55.745,2014-08-08,2014-08-15,"Standard Class",West,"United States","San Diego",California
CA-2016-118255,ON-18715,"Odella Nelson",Corporate,TEC-AC-10000171,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack",Technology,Accessories,2,45.98,0,19.7714,2016-03-11,2016-03-13,"First Class",Central,"United States",Eagan,Minnesota
CA-2015-157812,DB-13210,"Dean Braden",Consumer,TEC-AC-10000171,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack",Technology,Accessories,1,18.392,0.2,5.2877,2015-03-22,2015-03-26,"Standard Class",Central,"United States",Houston,Texas
CA-2016-148208,BT-11530,"Bradley Talbott","Home Office",TEC-AC-10000171,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack",Technology,Accessories,3,55.176,0.2,15.8631,2016-01-22,2016-01-27,"Standard Class",East,"United States",Cleveland,Ohio
CA-2015-121097,SF-20965,"Sylvia Foulston",Corporate,OFF-PA-10001937,"Xerox 21","Office Supplies",Paper,2,10.368,0.2,3.6288,2015-01-03,2015-01-08,"Standard Class",Central,"United States",Baytown,Texas
CA-2015-119627,SC-20725,"Steven Cartwright",Consumer,OFF-PA-10001937,"Xerox 21","Office Supplies",Paper,7,36.288,0.2,12.7008,2015-08-17,2015-08-23,"Standard Class",West,"United States",Peoria,Arizona
CA-2017-162565,RR-19315,"Ralph Ritter",Consumer,OFF-PA-10001937,"Xerox 21","Office Supplies",Paper,2,10.368,0.2,3.6288,2017-12-11,2017-12-11,"Same Day",Central,"United States",Aurora,Illinois
US-2015-130519,NG-18355,"Nat Gilpin",Corporate,OFF-PA-10001937,"Xerox 21","Office Supplies",Paper,3,15.552,0.2,5.4432,2015-09-15,2015-09-15,"Same Day",South,"United States","Coral Springs",Florida
CA-2017-111262,KH-16510,"Keith Herrera",Consumer,OFF-PA-10001937,"Xerox 21","Office Supplies",Paper,3,15.552,0.2,5.4432,2017-10-28,2017-11-01,"Second Class",Central,"United States",Houston,Texas
